# GET /gateway/ai-audit-server/external/audit/getOrderInfoByOrderId?order_id=GDA2026042408033800&with_order=true HTTP/1.1 中的 order_id 为工单编号，修改工单编号便可以查看对应的工单详情
GET /gateway/ai-audit-server/external/audit/getOrderInfoByOrderId?order_id=GDA2026042408033800&with_order=true HTTP/1.1
Host: twaudit.hngsetc.com
              "gantryHex": "495C06",
              "cardId": null,
              "gantryOrderNum": "201",
              "mediaType": "1",
              "mediaTypeName": null,
              "specialType": null,
              "specialTypeName": null,
              "tollIntervalId": "S005043001000820",
              "gantryTypeName": null,
              "j": null,
              "w": null,
              "enTime": "2026-04-22T01:20:16",
              "enTollStationHex": "43015A01",
              "vehicleTypeName": null,
              "feeVehicleTypeName": null,
              "vehiclePlateColor": null,
              "vehiclePlateColorName": null,
              "gantryOrderNumName": null,
              "feeVehicleType": "15",
              "vehicleType": "13",
              "tradeType": "0",
              "transType": "09",
              "feeGroup": "1608",
              "payFeeGroup": "1693",
              "sectionName": null,
              "companyName": null,
              "intervalName": null,
              "intervalNo": null,
              "mediaCardNo": null,
              "mediaCodingNumber": null,
              "vehicleclass": null,
              "serialno": null,
              "obuvehicleType": null,
              "obuvehicleTypeName": null,
              "optime": null,
              "tradeid": null,
              "payfeegroup": null,
              "feegroup": null,
              "cpucardId": null,
              "obusn": "3701015600251503",
              "OBUVehicleType": "13"
            },
            {
              "fee": 1176,
              "axleCount": 5,
              "transTime": "2026-04-22 01:45:08",
              "payFee": 1238,
              "discountFee": 62,
              "tradeResult": "0",
              "vehiclePlate": "湘A91230D_5",
              "passId": "013701250523630026557320260422012016",
              "gantryId": "S005043001001020010",
              "tradeId": "S0050430010010200102026042201100050",
              "feeMileage": 7596,
              "vehiclePicID": null,
              "lng": "112.64029500",
              "lat": "28.05007300",
              "gantryName": "花明楼站-韶山北互通立交1",
              "gantryType": "0",
              "roadSectionName": "长韶娄高速",
              "gantryHex": "495C08",
              "cardId": null,
              "gantryOrderNum": "201",
              "mediaType": "1",
              "mediaTypeName": null,
              "specialType": null,
              "specialTypeName": null,
              "tollIntervalId": "S005043001001020",
              "gantryTypeName": null,
              "j": null,
              "w": null,
              "enTime": "2026-04-22T01:20:16",
              "enTollStationHex": "43015A01",
              "vehicleTypeName": null,
              "feeVehicleTypeName": null,
              "vehiclePlateColor": null,
              "vehiclePlateColorName": null,
              "gantryOrderNumName": null,
              "feeVehicleType": "15",
              "vehicleType": "13",
              "tradeType": "0",
              "transType": "09",
              "feeGroup": "1176",
              "payFeeGroup": "1238",
              "sectionName": null,
              "companyName": null,
              "intervalName": null,
              "intervalNo": null,
              "mediaCardNo": null,
              "mediaCodingNumber": null,
              "vehicleclass": null,
              "serialno": null,
              "obuvehicleType": null,
              "obuvehicleTypeName": null,
              "optime": null,
              "tradeid": null,
              "payfeegroup": null,
              "feegroup": null,
              "cpucardId": null,
              "obusn": "3701015600251503",
              "OBUVehicleType": "13"
            },
            {
              "fee": 2378,
              "axleCount": 5,
              "transTime": "2026-04-22 02:00:04",
              "payFee": 2503,
              "discountFee": 125,
              "tradeResult": "0",
              "vehiclePlate": "湘A91230D_5",
              "passId": "013701250523630026557320260422012016",
              "gantryId": "S005043001001120010",
              "tradeId": "S0050430010011200102026042202200001",
              "feeMileage": 15354,
              "vehiclePicID": null,
              "lng": "112.46461800",
              "lat": "27.99162300",
              "gantryName": "韶山北互通立交-金石站1",
              "gantryType": "0",
              "roadSectionName": "长韶娄高速",
              "gantryHex": "495C09",
              "cardId": null,
              "gantryOrderNum": "201",
              "mediaType": "1",
              "mediaTypeName": null,
              "specialType": null,
              "specialTypeName": null,
              "tollIntervalId": "S005043001001120",
              "gantryTypeName": null,
              "j": null,
              "w": null,
              "enTime": "2026-04-22T01:20:16",
              "enTollStationHex": "43015A01",
              "vehicleTypeName": null,
              "feeVehicleTypeName": null,
              "vehiclePlateColor": null,
              "vehiclePlateColorName": null,
              "gantryOrderNumName": null,
              "feeVehicleType": "15",
              "vehicleType": "13",
              "tradeType": "0",
              "transType": "09",
              "feeGroup": "2378",
              "payFeeGroup": "2503",
              "sectionName": null,
              "companyName": null,
              "intervalName": null,
              "intervalNo": null,
              "mediaCardNo": null,
              "mediaCodingNumber": null,
              "vehicleclass": null,
              "serialno": null,
              "obuvehicleType": null,
              "obuvehicleTypeName": null,
              "optime": null,
              "tradeid": null,
              "payfeegroup": null,
              "feegroup": null,
              "cpucardId": null,
              "obusn": "3701015600251503",
              "OBUVehicleType": "13"
            },
            {
              "fee": 1532,
              "axleCount": 5,
              "transTime": "2026-04-22 02:03:13",
              "payFee": 1613,
              "discountFee": 81,
              "tradeResult": "0",
              "vehiclePlate": "湘A91230D_5",
              "passId": "013701250523630026557320260422012016",
              "gantryId": "S005043001001320010",
              "tradeId": "S0050430010013200102026042202100004",
              "feeMileage": 9893,
              "vehiclePicID": null,
              "lng": "112.42510700",
              "lat": "27.98545200",
              "gantryName": "金石站-灰汤站1",
              "gantryType": "0",
              "roadSectionName": "长韶娄高速",
              "gantryHex": "495C0B",
              "cardId": null,
              "gantryOrderNum": "201",
              "mediaType": "1",
              "mediaTypeName": null,
              "specialType": null,
              "specialTypeName": null,
              "tollIntervalId": "S005043001001320",
              "gantryTypeName": null,
              "j": null,
              "w": null,
              "enTime": "2026-04-22T01:20:16",
              "enTollStationHex": "43015A01",
              "vehicleTypeName": null,
              "feeVehicleTypeName": null,
              "vehiclePlateColor": null,
              "vehiclePlateColorName": null,
              "gantryOrderNumName": null,
              "feeVehicleType": "15",
              "vehicleType": "13",
              "tradeType": "0",
              "transType": "09",
              "feeGroup": "1532",
              "payFeeGroup": "1613",
              "sectionName": null,
              "companyName": null,
              "intervalName": null,
              "intervalNo": null,
              "mediaCardNo": null,
              "mediaCodingNumber": null,
              "vehicleclass": null,
              "serialno": null,
              "obuvehicleType": null,
              "obuvehicleTypeName": null,
              "optime": null,
              "tradeid": null,
              "payfeegroup": null,
              "feegroup": null,
              "cpucardId": null,
              "obusn": "3701015600251503",
              "OBUVehicleType": "13"
            },
            {
              "fee": 3285,
              "axleCount": 5,
              "transTime": "2026-04-22 02:10:24",
              "payFee": 3458,
              "discountFee": 173,
              "tradeResult": "0",
              "vehiclePlate": "湘A91230D_5",
              "passId": "013701250523630026557320260422012016",
              "gantryId": "S005043001001520010",
              "tradeId": "S0050430010015200102026042202100011",
              "feeMileage": 21213,
              "vehiclePicID": null,
              "lng": "112.33345400",
              "lat": "27.96810400",
              "gantryName": "灰汤站-翻江站1",
              "gantryType": "0",
              "roadSectionName": "长韶娄高速",
              "gantryHex": "495C0D",
              "cardId": null,
              "gantryOrderNum": "201",
              "mediaType": "1",
              "mediaTypeName": null,
              "specialType": null,
              "specialTypeName": null,
              "tollIntervalId": "S005043001001520",
              "gantryTypeName": null,
              "j": null,
              "w": null,
              "enTime": "2026-04-22T01:20:16",
              "enTollStationHex": "43015A01",
              "vehicleTypeName": null,
              "feeVehicleTypeName": null,
              "vehiclePlateColor": null,
              "vehiclePlateColorName": null,
              "gantryOrderNumName": null,
              "feeVehicleType": "15",
              "vehicleType": "13",
              "tradeType": "0",
              "transType": "09",
              "feeGroup": "3285",
              "payFeeGroup": "3458",
              "sectionName": null,
              "companyName": null,
              "intervalName": null,
              "intervalNo": null,
              "mediaCardNo": null,
              "mediaCodingNumber": null,
              "vehicleclass": null,
              "serialno": null,
              "obuvehicleType": null,
              "obuvehicleTypeName": null,
              "optime": null,
              "tradeid": null,
              "payfeegroup": null,
              "feegroup": null,
              "cpucardId": null,
              "obusn": "3701015600251503",
              "OBUVehicleType": "13"
            },
            {
              "fee": 160,
              "axleCount": 5,
              "transTime": "2026-04-22 02:26:38",
              "payFee": 168,
              "discountFee": 8,
              "tradeResult": "0",
              "vehiclePlate": "湘A91230D_5",
              "passId": "013701250523630026557320260422012016",
              "gantryId": "S005043001001720010",
              "tradeId": "S0050430010017200102026042202100019",
              "feeMileage": 1032,
              "vehiclePicID": null,
              "lng": "112.13944000",
              "lat": "27.89813000",
              "gantryName": "翻江站-岐山互通立交1",
              "gantryType": "0",
              "roadSectionName": "长韶娄高速",
              "gantryHex": "495C0F",
              "cardId": null,
              "gantryOrderNum": "201",
              "mediaType": "1",
              "mediaTypeName": null,
              "specialType": null,
              "specialTypeName": null,
              "tollIntervalId": "S005043001001720",
              "gantryTypeName": null,
              "j": null,
              "w": null,
              "enTime": "2026-04-22T01:20:16",
              "enTollStationHex": "43015A01",
              "vehicleTypeName": null,
              "feeVehicleTypeName": null,
              "vehiclePlateColor": null,
              "vehiclePlateColorName": null,
              "gantryOrderNumName": null,
              "feeVehicleType": "15",
              "vehicleType": "13",
              "tradeType": "0",
              "transType": "09",
              "feeGroup": "160",
              "payFeeGroup": "168",
              "sectionName": null,
              "companyName": null,
              "intervalName": null,
              "intervalNo": null,
              "mediaCardNo": null,
              "mediaCodingNumber": null,
              "vehicleclass": null,
              "serialno": null,
              "obuvehicleType": null,
              "obuvehicleTypeName": null,
              "optime": null,
              "tradeid": null,
              "payfeegroup": null,
              "feegroup": null,
              "cpucardId": null,
              "obusn": "3701015600251503",
              "OBUVehicleType": "13"
            },
            {
              "fee": 2600,
              "axleCount": 5,
              "transTime": "2026-04-22 02:38:27",
              "payFee": 2737,
              "discountFee": 137,
              "tradeResult": "0",
              "vehiclePlate": "湘A91230D_5",
              "passId": "013701250523630026557320260422012016",
              "gantryId": "S005043001001820010",
              "tradeId": "S0050430010018200102026042202100027",
              "feeMileage": 15960,
              "vehiclePicID": null,
              "lng": "112.01392000",
              "lat": "27.85636800",
              "gantryName": "岐山互通立交-娄底站1",
              "gantryType": "0",
              "roadSectionName": "长韶娄高速",
              "gantryHex": "495C10",
              "cardId": null,
              "gantryOrderNum": "201",
              "mediaType": "1",
              "mediaTypeName": null,
              "specialType": null,
              "specialTypeName": null,
              "tollIntervalId": "S005043001001820",
              "gantryTypeName": null,
              "j": null,
              "w": null,
              "enTime": "2026-04-22T01:20:16",
              "enTollStationHex": "43015A01",
              "vehicleTypeName": null,
              "feeVehicleTypeName": null,
              "vehiclePlateColor": null,
              "vehiclePlateColorName": null,
              "gantryOrderNumName": null,
              "feeVehicleType": "15",
              "vehicleType": "13",
              "tradeType": "0",
              "transType": "09",
              "feeGroup": "2600",
              "payFeeGroup": "2737",
              "sectionName": null,
              "companyName": null,
              "intervalName": null,
              "intervalNo": null,
              "mediaCardNo": null,
              "mediaCodingNumber": null,
              "vehicleclass": null,
              "serialno": null,
              "obuvehicleType": null,
              "obuvehicleTypeName": null,
              "optime": null,
              "tradeid": null,
              "payfeegroup": null,
              "feegroup": null,
              "cpucardId": null,
              "obusn": "3701015600251503",
              "OBUVehicleType": "13"
            },
            {
              "fee": 2283,
              "axleCount": 5,
              "transTime": "2026-04-22 02:41:08",
              "payFee": 2403,
              "discountFee": 120,
              "tradeResult": "0",
              "vehiclePlate": "湘A91230D_5",
              "passId": "013701250523630026557320260422012016",
              "gantryId": "S005043001002020010",
              "tradeId": "S0050430010020200102026042202100030",
              "feeMileage": 14742,
              "vehiclePicID": null,
              "lng": "111.98075600",
              "lat": "27.84659800",
              "gantryName": "娄底站-桥头河站1",
              "gantryType": "0",
              "roadSectionName": "长韶娄高速",
              "gantryHex": "495C12",
              "cardId": null,
              "gantryOrderNum": "201",
              "mediaType": "1",
              "mediaTypeName": null,
              "specialType": null,
              "specialTypeName": null,
              "tollIntervalId": "S005043001002020",
              "gantryTypeName": null,
              "j": null,
              "w": null,
              "enTime": "2026-04-22T01:20:16",
              "enTollStationHex": "43015A01",
              "vehicleTypeName": null,
              "feeVehicleTypeName": null,
              "vehiclePlateColor": null,
              "vehiclePlateColorName": null,
              "gantryOrderNumName": null,
              "feeVehicleType": "15",
              "vehicleType": "13",
              "tradeType": "0",
              "transType": "09",
              "feeGroup": "2283",
              "payFeeGroup": "2403",
              "sectionName": null,
              "companyName": null,
              "intervalName": null,
              "intervalNo": null,
              "mediaCardNo": null,
              "mediaCodingNumber": null,
              "vehicleclass": null,
              "serialno": null,
              "obuvehicleType": null,
              "obuvehicleTypeName": null,
              "optime": null,
              "tradeid": null,
              "payfeegroup": null,
              "feegroup": null,
              "cpucardId": null,
              "obusn": "3701015600251503",
              "OBUVehicleType": "13"
            },
            {
              "fee": 1967,
              "axleCount": 5,
              "transTime": "2026-04-22 02:52:22",
              "payFee": 2070,
              "discountFee": 103,
              "tradeResult": "0",
              "vehiclePlate": "湘A91230D_5",
              "passId": "013701250523630026557320260422012016",
              "gantryId": "S005043001002220010",
              "tradeId": "S0050430010022200102026042202200041",
              "feeMileage": 12698,
              "vehiclePicID": null,
              "lng": "111.84389200",
              "lat": "27.80668000",
              "gantryName": "桥头河站-龙塘互通立交1",
              "gantryType": "0",
              "roadSectionName": "长韶娄高速",
              "gantryHex": "495C14",
              "cardId": null,
              "gantryOrderNum": "201",
              "mediaType": "1",
              "mediaTypeName": null,
              "specialType": null,
              "specialTypeName": null,
              "tollIntervalId": "S005043001002220",
              "gantryTypeName": null,
              "j": null,
              "w": null,
              "enTime": "2026-04-22T01:20:16",
              "enTollStationHex": "43015A01",
              "vehicleTypeName": null,
              "feeVehicleTypeName": null,
              "vehiclePlateColor": null,
              "vehiclePlateColorName": null,
              "gantryOrderNumName": null,
              "feeVehicleType": "15",
              "vehicleType": "13",
              "tradeType": "0",
              "transType": "09",
              "feeGroup": "1967",
              "payFeeGroup": "2070",
              "sectionName": null,
              "companyName": null,
              "intervalName": null,
              "intervalNo": null,
              "mediaCardNo": null,
              "mediaCodingNumber": null,
              "vehicleclass": null,
              "serialno": null,
              "obuvehicleType": null,
              "obuvehicleTypeName": null,
              "optime": null,
              "tradeid": null,
              "payfeegroup": null,
              "feegroup": null,
              "cpucardId": null,
              "obusn": "3701015600251503",
              "OBUVehicleType": "13"
            },
            {
              "fee": 1372,
              "axleCount": 5,
              "transTime": "2026-04-22 03:07:54",
              "payFee": 1444,
              "discountFee": 72,
              "tradeResult": "0",
              "vehiclePlate": "湘A91230D_5",
              "passId": "013701250523630026557320260422012016",
              "gantryId": "G005543003003820010",
              "tradeId": "G0055430030038200102026042203200018",
              "feeMileage": 8546,
              "vehiclePicID": null,
              "lng": "111.71986100",
              "lat": "27.70660400",
              "gantryName": "龙塘互通立交-涟源东站1",
              "gantryType": "0",
              "roadSectionName": "安邵高速",
              "gantryHex": "492108",
              "cardId": null,
              "gantryOrderNum": "201",
              "mediaType": "1",
              "mediaTypeName": null,
              "specialType": null,
              "specialTypeName": null,
              "tollIntervalId": "G005543003003820",
              "gantryTypeName": null,
              "j": null,
              "w": null,
              "enTime": "2026-04-22T01:20:16",
              "enTollStationHex": "43015A01",
              "vehicleTypeName": null,
              "feeVehicleTypeName": null,
              "vehiclePlateColor": null,
              "vehiclePlateColorName": null,
              "gantryOrderNumName": null,
              "feeVehicleType": "15",
              "vehicleType": "13",
              "tradeType": "0",
              "transType": "09",
              "feeGroup": "1372",
              "payFeeGroup": "1444",
              "sectionName": null,
              "companyName": null,
              "intervalName": null,
              "intervalNo": null,
              "mediaCardNo": null,
              "mediaCodingNumber": null,
              "vehicleclass": null,
              "serialno": null,
              "obuvehicleType": null,
              "obuvehicleTypeName": null,
              "optime": null,
              "tradeid": null,
              "payfeegroup": null,
              "feegroup": null,
              "cpucardId": null,
              "obusn": "3701015600251503",
              "OBUVehicleType": "13"
            },
            {
              "fee": 691,
              "axleCount": 5,
              "transTime": "2026-04-22 03:10:11",
              "payFee": 727,
              "discountFee": 36,
              "tradeResult": "0",
              "vehiclePlate": "湘A91230D_5",
              "passId": "013701250523630026557320260422012016",
              "gantryId": "G005543003004020010",
              "tradeId": "G0055430030040200102026042203200016",
              "feeMileage": 4301,
              "vehiclePicID": null,
              "lng": "111.72494700",
              "lat": "27.68142000",
              "gantryName": "涟源东站-涟源互通立交1",
              "gantryType": "0",
              "roadSectionName": "安邵高速",
              "gantryHex": "49210A",
              "cardId": null,
              "gantryOrderNum": "201",
              "mediaType": "1",
              "mediaTypeName": null,
              "specialType": null,
              "specialTypeName": null,
              "tollIntervalId": "G005543003004020",
              "gantryTypeName": null,
              "j": null,
              "w": null,
              "enTime": "2026-04-22T01:20:16",
              "enTollStationHex": "43015A01",
              "vehicleTypeName": null,
              "feeVehicleTypeName": null,
              "vehiclePlateColor": null,
              "vehiclePlateColorName": null,
              "gantryOrderNumName": null,
              "feeVehicleType": "15",
              "vehicleType": "13",
              "tradeType": "0",
              "transType": "09",
              "feeGroup": "691",
              "payFeeGroup": "727",
              "sectionName": null,
              "companyName": null,
              "intervalName": null,
              "intervalNo": null,
              "mediaCardNo": null,
              "mediaCodingNumber": null,
              "vehicleclass": null,
              "serialno": null,
              "obuvehicleType": null,
              "obuvehicleTypeName": null,
              "optime": null,
              "tradeid": null,
              "payfeegroup": null,
              "feegroup": null,
              "cpucardId": null,
              "obusn": "3701015600251503",
              "OBUVehicleType": "13"
            },
            {
              "fee": 1273,
              "axleCount": 5,
              "transTime": "2026-04-22 03:19:01",
              "payFee": 1340,
              "discountFee": 67,
              "tradeResult": "0",
              "vehiclePlate": "湘A91230D_5",
              "passId": "013701250523630026557320260422012016",
              "gantryId": "G005543003004120010",
              "tradeId": "G0055430030041200102026042203100016",
              "feeMileage": 7927,
              "vehiclePicID": null,
              "lng": "111.69696300",
              "lat": "27.61040000",
              "gantryName": "涟源互通立交-白马站1",
              "gantryType": "0",
              "roadSectionName": "安邵高速",
              "gantryHex": "49210B",
              "cardId": null,
              "gantryOrderNum": "201",
              "mediaType": "1",
              "mediaTypeName": null,
              "specialType": null,
              "specialTypeName": null,
              "tollIntervalId": "G005543003004120",
              "gantryTypeName": null,
              "j": null,
              "w": null,
              "enTime": "2026-04-22T01:20:16",
              "enTollStationHex": "43015A01",
              "vehicleTypeName": null,
              "feeVehicleTypeName": null,
              "vehiclePlateColor": null,
              "vehiclePlateColorName": null,
              "gantryOrderNumName": null,
              "feeVehicleType": "15",
              "vehicleType": "13",
              "tradeType": "0",
              "transType": "09",
              "feeGroup": "1273",
              "payFeeGroup": "1340",
              "sectionName": null,
              "companyName": null,
              "intervalName": null,
              "intervalNo": null,
              "mediaCardNo": null,
              "mediaCodingNumber": null,
              "vehicleclass": null,
              "serialno": null,
              "obuvehicleType": null,
              "obuvehicleTypeName": null,
              "optime": null,
              "tradeid": null,
              "payfeegroup": null,
              "feegroup": null,
              "cpucardId": null,
              "obusn": "3701015600251503",
              "OBUVehicleType": "13"
            },
            {
              "fee": 141,
              "axleCount": 5,
              "transTime": "2026-04-22 03:21:38",
              "payFee": 159,
              "discountFee": 18,
              "tradeResult": "0",
              "vehiclePlate": "湘A91230D_5",
              "passId": "013701250523630026557320260422012016",
              "gantryId": "G005543003004220010",
              "tradeId": "G0055430030042200102026042203200001",
              "feeMileage": 943,
              "vehiclePicID": "G005543003019020202002026042203000001",
              "lng": "111.68710300",
              "lat": "27.60036700",
              "gantryName": "白马（出口）",
              "gantryType": "4",
              "roadSectionName": "安邵高速",
              "gantryHex": "49210C",
              "cardId": null,
              "gantryOrderNum": "220",
              "mediaType": "1",
              "mediaTypeName": null,
              "specialType": null,
              "specialTypeName": null,
              "tollIntervalId": "G005543003004220",
              "gantryTypeName": null,
              "j": null,
              "w": null,
              "enTime": "2026-04-22 01:20:16",
              "enTollStationHex": "43015A01",
              "vehicleTypeName": null,
              "feeVehicleTypeName": null,
              "vehiclePlateColor": null,
              "vehiclePlateColorName": null,
              "gantryOrderNumName": null,
              "feeVehicleType": "15",
              "vehicleType": "15",
              "tradeType": "0",
              "transType": "09",
              "feeGroup": "141",
              "payFeeGroup": "159",
              "sectionName": "安邵高速",
              "companyName": null,
              "intervalName": null,
              "intervalNo": null,
              "mediaCardNo": null,
              "mediaCodingNumber": null,
              "vehicleclass": null,
              "serialno": null,
              "obuvehicleType": null,
              "obuvehicleTypeName": null,
              "optime": null,
              "tradeid": null,
              "payfeegroup": null,
              "feegroup": null,
              "cpucardId": null,
              "obusn": "3701015600251503",
              "OBUVehicleType": null
            }
          ],
          "mediaTypeName": "OBU",
          "cardId": "3701015600251503",
          "mediaType": "1"
        }
      ]
    },
    "exitFeeType": "4",
    "auditOrderEvidenceResultList": null,
    "provRealfee": 23750,
    "orderAdditionalFee": {
      "orderId": "GDA2026042408033800",
      "types": "",
      "totalAdditionalMultiple": 0.0,
      "totalAdditionalBaseFee": 23750,
      "totalAdditionalFee": 0,
      "totalFee": 23750,
      "totalRecoveryFee": 0,
      "aaActualAxle": null,
      "aaAxleLimitLoad": null,
      "aaActualTotalWeight": null,
      "aaOverLimitRate": null,
      "aaAdditionalMultiple": null,
      "aaAdditionalFee": null,
      "bbAdditionalMultiple": null,
      "bbAdditionalFee": null,
      "ccAdditionalBaseFee": null,
      "ccAdditionalMultiple": null,
      "ccAdditionalFee": null,
      "ddAdditionalMultiple": null,
      "ddAdditionalFee": null,
      "eeAdditionalMultiple": null,
      "eeAdditionalFee": null
    },
    "ministryInterFaceFlag": "0",
    "orderSource": null,
    "excludeSuspicionType": "1004"
  }
}

GET /gateway/ai-audit-server//order-review/getOrderEvidenceBaseInfo?orderId=GDA2026042408033800 HTTP/1.1
Host: twaudit.hngsetc.com
Pragma: no-cache
Cache-Control: no-cache
Accept: application/json, text/plain, */*
DNT: 1
Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1aWQiOiJlMDYzMmNhOWNjY2Q0YTUzYjI5ZWE3OTliNTFjM2Y0YiIsImF1ZCI6ImMzYTkyYjY5NjNkODRhM2U4MjdmM2Q3OTExOWEyN2E1IiwiaXNzIjoib2F1dGgiLCJybmQiOiI1NDl4N3c3MyIsImV4cCI6MTc3NzM0MzEwMSwiaWF0IjoxNzc3MjU2NzAxfQ.yBIUFA4l_-4P7ppKZ-A_Yjn_cOfcQsk6jXWe3CTFvao
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 Edg/84.0.522.49
Referer: http://twaudit.hngsetc.com/aiAuditWeb/index.html?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1aWQiOiJlMDYzMmNhOWNjY2Q0YTUzYjI5ZWE3OTliNTFjM2Y0YiIsImF1ZCI6ImMzYTkyYjY5NjNkODRhM2U4MjdmM2Q3OTExOWEyN2E1IiwiaXNzIjoib2F1dGgiLCJybmQiOiI1NDl4N3c3MyIsImV4cCI6MTc3NzM0MzEwMSwiaWF0IjoxNzc3MjU2NzAxfQ.yBIUFA4l_-4P7ppKZ-A_Yjn_cOfcQsk6jXWe3CTFvao&refresh_token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1aWQiOiJlMDYzMmNhOWNjY2Q0YTUzYjI5ZWE3OTliNTFjM2Y0YiIsImF1ZCI6ImMzYTkyYjY5NjNkODRhM2U4MjdmM2Q3OTExOWEyN2E1IiwiaXNzIjoib2F1dGgiLCJybmQiOiI3M2E5MncwaSIsImlydCI6IjEiLCJleHAiOjE3Nzk4NDg3MDEsImlhdCI6MTc3NzI1NjcwMX0.4CuXN5583Nu4PMzpPFS1WORcGyOV3RWficVFQqT5THE
Accept-Encoding: gzip, deflate
Accept-Language: zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6

响应体：
{
  "code": {
    "code": "0",
    "msg": "操作成功",
    "ok": true
  },
  "result": {
    "label_code_all": "A01",
    "en_time": "2026-04-22 01:20:16",
    "ex_time": "2026-04-22 03:21:38",
    "plate_number": "湘A91230D",
    "pass_id": "013701250523630026557320260422012016",
    "label_code": "A01",
    "labelCodeList": [
      {
        "labelCode": "A01",
        "labelName": "大车小标",
        "auditInfo": null,
        "auditMethod": "稽核模型利用交易流水中“收费车型与真实车型不符”的特征值进行敏感性筛查，须稽查人员通过门架图片、监控录像等方式确认车辆车型信息。"
      }
    ],
    "historyData": [],
    "auditCheckdescConfigs": [
      {
        "labelCode": "A01",
        "labelName": "大车小标",
        "checkStep1Name": "车型确认",
        "checkStep1Desc": "通过图片和监控录像核实实际车型",
        "checkStep2Name": "费用测算",
        "checkStep2Desc": "测算实际行驶路径应收费额，与出口实收或省域拆分金额校核是否一致",
        "checkStep3Name": "稽核取证",
        "checkStep3Desc": "车型截图：门架图片或出入口录像\r\n金额截图：实际应收金额、出口实收金额\r\n",
        "checkStep1Pic": "icon-lujingfenxi",
        "checkStep2Pic": "icon-feiyongyusuan",
        "checkStep3Pic": "icon-xiansuoquzheng"
      }
    ],
    "picBeanVo": {
      "total": "15",
      "picBeanList": [
        {
          "picturePath": "http://api.hngsetc.com/picture-server/api/realPicture/get?stationId=G005543003004020010&path=/i/20260422/03/b/GBUPLOAD_VIPU_REQ_G005543003004020_20260422031023239.json",
          "smallPositivePic": "data:image/jpeg;base64,",
